City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
270,Egvekinot,RU,2022-05-28 21:01:51,66.3167,-179.1667,37.74,81,100,4.36,Clouds
271,Huilong,CN,2022-05-28 21:01:52,31.8111,121.655,68.94,97,100,11.05,Clouds
272,Sinnamary,GF,2022-05-28 21:02:52,5.3833,-52.95,80.47,75,8,8.75,Clear
273,Avera,US,2022-05-28 21:02:53,33.194,-82.5271,85.55,36,0,4.38,Clear
274,Acapulco,MX,2022-05-28 21:00:23,16.8634,-99.8901,84.29,71,96,8.43,Clouds
275,Auki,SB,2022-05-28 21:02:53,-8.7676,160.7034,79.48,81,52,2.48,Clouds
276,Acajutla,SV,2022-05-28 21:00:34,13.5928,-89.8275,84.31,68,51,5.82,Clouds
277,Kearney,US,2022-05-28 21:02:53,40.6995,-99.0815,85.91,43,0,13.8,Clear
278,Thyboron,DK,2022-05-28 21:02:54,56.6985,8.2124,50.09,87,64,13.13,Clouds
279,Dubbo,AU,2022-05-28 21:02:54,-32.25,148.6167,37.53,89,100,0.0,Clouds
280,Lata,PT,2022-05-28 21:02:55,40.1629,-8.3327,61.99,72,13,0.76,Clouds
281,Tananger,NO,2022-05-28 21:02:55,58.9333,5.6,48.29,75,20,24.16,Clouds
282,Pisco,PE,2022-05-28 21:02:55,-13.7,-76.2167,68.02,77,24,9.51,Clouds
283,Bentiu,SS,2022-05-28 21:02:56,9.2333,29.8333,83.03,53,98,7.2,Clouds
284,Orbetello,IT,2022-05-28 21:02:56,42.4408,11.2196,66.38,75,100,5.06,Clouds
285,Jumla,NP,2022-05-28 21:02:56,29.2747,82.1838,56.7,90,88,0.98,Clouds
286,Klaebu,NO,2022-05-28 21:02:57,63.2976,10.4826,43.03,90,100,17.65,Rain
287,Maumere,ID,2022-05-28 21:02:57,-8.6199,122.2111,79.25,79,77,2.28,Clouds
288,Matara,LK,2022-05-28 21:02:57,5.9485,80.5353,76.17,92,82,8.16,Clouds
289,Santa,PH,2022-05-28 21:02:58,17.486,120.4348,83.01,83,98,0.11,Clouds
290,Talnakh,RU,2022-05-28 21:02:58,69.4865,88.3972,31.42,84,6,8.48,Clear
291,Khandagayty,RU,2022-05-28 21:02:58,50.7333,92.05,56.16,47,91,8.28,Clouds
292,Strezhevoy,RU,2022-05-28 21:02:59,60.7333,77.5889,55.0,73,47,4.83,Clouds
293,Dhidhdhoo,MV,2022-05-28 21:02:59,6.8833,73.1,81.19,80,100,16.93,Clouds
294,Platteville,US,2022-05-28 20:59:22,42.7342,-90.4785,75.13,68,0,14.97,Clear
295,Kimbe,PG,2022-05-28 21:03:00,-5.5502,150.1429,76.06,90,23,3.58,Clouds
296,Bambous Virieux,MU,2022-05-28 21:03:00,-20.3428,57.7575,72.21,72,53,19.75,Rain
297,Kununurra,AU,2022-05-28 21:03:00,-15.7667,128.7333,57.18,88,15,0.0,Clouds
298,Comodoro Rivadavia,AR,2022-05-28 21:03:01,-45.8667,-67.5,44.46,36,20,23.02,Clouds
299,La Ronge,CA,2022-05-28 21:03:01,55.1001,-105.2842,57.6,58,100,9.04,Clouds
300,Faanui,PF,2022-05-28 21:03:02,-16.4833,-151.75,81.28,70,52,16.28,Clouds
301,Bumba,CD,2022-05-28 21:03:02,2.1833,22.4667,69.94,98,100,2.77,Clouds
302,Ostrovnoy,RU,2022-05-28 21:03:03,68.0531,39.5131,40.01,93,100,11.81,Rain
303,Busayra,JO,2022-05-28 21:03:03,30.7376,35.6078,69.71,37,83,3.76,Clouds
304,Otjiwarongo,NA,2022-05-28 21:03:04,-20.4637,16.6477,53.2,48,0,3.76,Clear
305,Badou,TG,2022-05-28 21:03:05,7.5833,0.6,74.55,92,19,3.36,Clouds
306,Husavik,IS,2022-05-28 21:03:05,66.0449,-17.3389,48.2,60,6,3.69,Clear
307,Portland,US,2022-05-28 21:02:36,45.5234,-122.6762,60.28,88,100,5.75,Rain
308,Port Blair,IN,2022-05-28 21:02:11,11.6667,92.75,81.66,83,99,15.86,Clouds
309,Najran,SA,2022-05-28 21:03:06,17.4924,44.1277,78.58,15,3,4.72,Clear
310,Torbay,CA,2022-05-28 21:03:06,47.6666,-52.7314,39.58,85,100,21.85,Clouds
311,Constitucion,CL,2022-05-28 21:03:07,-35.3333,-72.4167,51.76,53,60,9.06,Clouds
312,Krasnyy Yar,RU,2022-05-28 21:03:07,46.5331,48.3456,58.96,66,0,8.57,Clear
313,Teshie,GH,2022-05-28 21:03:07,5.5836,-0.1072,81.16,79,36,10.69,Clouds
314,Karatau,KZ,2022-05-28 21:03:08,43.1667,70.4667,53.98,67,11,3.76,Clouds
315,Lasa,IT,2022-05-28 21:03:08,46.6166,10.7002,55.36,87,96,4.59,Clouds
316,Cabedelo,BR,2022-05-28 21:03:09,-6.9811,-34.8339,74.07,87,100,5.68,Clouds
317,Thompson,CA,2022-05-28 20:58:12,55.7435,-97.8558,57.36,47,75,8.05,Clouds
318,San Quintin,MX,2022-05-28 21:03:09,30.4833,-115.95,66.42,66,13,18.59,Clouds
319,Yatou,CN,2022-05-28 21:03:10,37.15,122.3833,63.32,95,78,14.97,Clouds
320,Mayo,US,2022-05-28 21:03:10,38.8876,-76.5119,80.94,55,0,10.36,Clear
321,Beauly,GB,2022-05-28 21:04:10,57.484,-4.4587,48.22,79,63,5.99,Clouds
322,Itoman,JP,2022-05-28 21:04:11,26.1247,127.6694,79.57,100,100,14.97,Mist
323,Bay Roberts,CA,2022-05-28 21:04:11,47.5999,-53.2648,39.29,83,100,8.99,Rain
324,Ancud,CL,2022-05-28 21:04:12,-41.8697,-73.8203,46.17,69,61,8.48,Clouds
325,Awbari,LY,2022-05-28 21:04:12,26.5921,12.7805,83.3,14,0,4.65,Clear
326,Aksha,RU,2022-05-28 21:04:12,50.2814,113.2867,37.6,59,1,9.78,Clear
327,King City,US,2022-05-28 21:04:13,36.2127,-121.126,78.89,34,11,16.33,Clouds
328,Machico,PT,2022-05-28 21:04:13,32.7,-16.7667,68.0,82,75,5.75,Clouds
329,Wahiawa,US,2022-05-28 21:00:10,21.5028,-158.0236,78.19,69,100,5.55,Clouds
330,Sabang,ID,2022-05-28 21:04:14,5.8933,95.3214,82.69,79,100,23.51,Rain
331,Piacabucu,BR,2022-05-28 21:04:14,-10.4056,-36.4344,76.64,75,93,7.05,Clouds
332,Ciudad Valles,MX,2022-05-28 21:04:15,21.9833,-99.0167,101.37,23,55,9.48,Clouds
333,Kampot,KH,2022-05-28 21:04:15,10.6167,104.1833,82.45,88,100,9.86,Clouds
334,Moose Factory,CA,2022-05-28 21:04:16,51.2585,-80.6094,45.39,72,100,8.48,Clouds
335,Makasar,ID,2022-05-28 21:04:16,-5.14,119.4221,73.45,100,20,4.61,Clouds
336,Yining,CN,2022-05-28 21:04:16,29.0361,114.5636,69.66,98,100,2.21,Clouds
337,Eyl,SO,2022-05-28 21:04:17,7.9803,49.8164,80.29,77,16,20.15,Clouds
338,Itarema,BR,2022-05-28 21:04:17,-2.9248,-39.9167,77.34,86,49,11.16,Clouds
339,Rundu,NA,2022-05-28 21:04:18,-17.9333,19.7667,58.5,45,0,4.03,Clear
340,Mecca,SA,2022-05-28 21:03:12,21.4267,39.8261,88.57,19,3,4.68,Clear
341,Akyab,MM,2022-05-28 21:04:18,20.15,92.9,80.87,85,53,3.27,Clouds
342,San Borja,BO,2022-05-28 21:04:18,-14.8167,-66.85,77.49,86,64,1.77,Clouds
343,Cruz,BR,2022-05-28 21:04:19,-2.9178,-40.1717,76.55,89,33,10.71,Clouds
344,Semey,KZ,2022-05-28 21:04:19,50.4111,80.2275,67.28,66,100,7.18,Clouds
345,Oistins,BB,2022-05-28 21:04:20,13.0667,-59.5333,82.49,69,40,17.27,Clouds
346,Am Timan,TD,2022-05-28 21:04:20,11.0297,20.2827,87.8,41,93,14.18,Clouds
347,Geraldton,AU,2022-05-28 21:04:20,-28.7667,114.6,57.61,82,40,14.97,Clouds
348,Lagoa,PT,2022-05-28 21:04:21,39.05,-27.9833,58.19,68,65,21.59,Clouds
349,Fortuna,US,2022-05-28 21:04:21,40.5982,-124.1573,59.94,93,100,10.36,Clouds
350,Maceio,BR,2022-05-28 21:04:21,-9.6658,-35.7353,72.84,94,75,3.44,Rain
351,Flin Flon,CA,2022-05-28 21:04:22,54.7682,-101.865,65.1,41,100,10.2,Clouds
352,Kobryn,BY,2022-05-28 21:04:22,52.2138,24.3564,46.65,90,80,13.38,Clouds
353,Puerto Colombia,CO,2022-05-28 21:04:22,10.9878,-74.9547,87.89,73,21,15.43,Clouds
354,Portobelo,PA,2022-05-28 21:04:23,9.55,-79.65,83.1,86,100,6.91,Clouds
355,Tijara,IN,2022-05-28 21:04:23,27.9333,76.85,93.42,28,35,5.03,Clouds
356,Yoichi,JP,2022-05-28 21:01:35,43.2039,140.7703,51.6,92,100,10.25,Clouds
357,Benicarlo,ES,2022-05-28 21:02:22,40.4165,0.4271,76.89,57,1,7.47,Clear
358,Umm Lajj,SA,2022-05-28 21:04:10,25.0213,37.2685,84.67,42,0,6.06,Clear
359,Boa Vista,BR,2022-05-28 21:03:50,2.8197,-60.6733,91.38,46,40,12.66,Clouds
360,Jingdezhen,CN,2022-05-28 21:04:24,29.2947,117.2079,70.2,99,100,2.39,Rain
361,Coronado,US,2022-05-28 21:04:24,32.6859,-117.1831,72.93,71,75,17.27,Clouds
362,Bereda,ES,2022-05-28 21:04:25,43.2686,-7.5406,62.42,98,100,4.52,Clouds
363,Zambezi,ZM,2022-05-28 21:02:14,-13.5432,23.1047,58.78,49,0,5.1,Clear
364,Kalangala,UG,2022-05-28 21:04:25,-0.3089,32.225,70.95,71,79,9.19,Clouds
365,Minas,UY,2022-05-28 21:04:26,-34.3759,-55.2377,51.98,76,100,2.42,Clouds
366,Richards Bay,ZA,2022-05-28 21:04:26,-28.783,32.0377,68.04,79,0,11.74,Clear
367,Zelenogorskiy,RU,2022-05-28 21:04:26,55.0333,87.0,51.69,74,98,0.36,Clouds
368,Charters Towers,AU,2022-05-28 21:05:27,-20.1,146.2667,58.69,59,24,6.17,Clouds
369,Juneau,US,2022-05-28 21:05:27,58.3019,-134.4197,68.0,68,40,8.05,Clouds
370,Murakami,JP,2022-05-28 21:05:28,38.2333,139.4833,60.04,85,0,3.78,Clear
371,Tecpan,GT,2022-05-28 21:05:28,14.7623,-90.9947,59.88,96,100,2.86,Clouds
372,Caconde,BR,2022-05-28 21:05:28,-21.5294,-46.6439,61.54,72,69,4.68,Clouds
373,Charlottetown,CA,2022-05-28 21:05:29,46.2352,-63.1267,66.72,93,100,17.27,Rain
374,Cockburn Town,TC,2022-05-28 21:05:29,21.4612,-71.1419,80.46,79,8,18.19,Clear
375,Port Hardy,CA,2022-05-28 21:05:29,50.6996,-127.4199,52.16,74,82,7.0,Rain
376,Ghanzi,BW,2022-05-28 21:05:30,-21.5667,21.7833,62.08,32,0,6.06,Clear
377,Aysha,RU,2022-05-28 21:05:30,55.8704,48.6319,51.46,89,14,15.03,Clouds
378,Salinas,US,2022-05-28 21:05:24,36.6777,-121.6555,77.56,54,100,16.11,Clouds
379,Wamba,NG,2022-05-28 21:05:31,8.9333,8.6,77.34,72,0,2.89,Clear
380,Poum,NC,2022-05-28 21:05:31,-20.2333,164.0167,76.71,70,30,6.44,Clouds
381,Guerrero Negro,MX,2022-05-28 21:01:34,27.9769,-114.0611,69.75,58,12,17.74,Clouds
382,Nkhotakota,MW,2022-05-28 21:05:32,-12.9274,34.2961,66.52,56,9,4.76,Clear
383,Bandundu,CD,2022-05-28 21:05:32,-3.3167,17.3667,71.91,89,91,2.75,Rain
384,Hukuntsi,BW,2022-05-28 21:05:32,-24.0,21.75,63.14,31,0,11.9,Clear
385,Salalah,OM,2022-05-28 21:05:33,17.0151,54.0924,82.49,78,0,3.44,Clear
386,Paamiut,GL,2022-05-28 21:05:33,61.994,-49.6678,34.81,88,91,25.17,Clouds
387,Okhotsk,RU,2022-05-28 21:05:34,59.3833,143.3,39.24,80,63,5.08,Clouds
388,Saint-Louis,SN,2022-05-28 21:05:34,16.3333,-15.0,92.68,33,100,6.15,Clouds
389,Lazaro Cardenas,MX,2022-05-28 21:05:34,17.9583,-102.2,86.07,62,100,13.6,Clouds
390,Kempele,FI,2022-05-28 21:05:35,64.9131,25.5034,44.62,93,0,5.75,Clear
391,Morehead,US,2022-05-28 21:05:35,37.2711,-87.1764,74.86,64,40,3.44,Clouds
392,Orlik,RU,2022-05-28 21:05:35,52.5178,99.825,34.14,71,2,0.81,Clear
393,Bathsheba,BB,2022-05-28 21:05:36,13.2167,-59.5167,83.01,69,40,17.27,Clouds
394,Naryan-Mar,RU,2022-05-28 21:05:36,67.6713,53.087,55.22,55,45,13.53,Clouds
395,Seymchan,RU,2022-05-28 21:05:36,62.8833,152.4333,50.27,49,32,0.43,Clouds
396,Suntar,RU,2022-05-28 21:05:37,62.1444,117.6319,44.64,60,100,6.55,Clouds
397,Chifeng,CN,2022-05-28 21:05:37,42.2683,118.9636,72.41,29,97,13.62,Clouds
398,Bealanana,MG,2022-05-28 21:05:38,-14.55,48.7333,56.5,98,32,4.18,Clouds
399,Isla Vista,US,2022-05-28 21:05:38,34.4133,-119.861,75.9,70,40,9.22,Clouds
400,Fereydun Kenar,IR,2022-05-28 21:05:38,36.6864,52.5225,67.35,67,8,1.12,Clear
401,La Asuncion,VE,2022-05-28 21:05:39,11.0333,-63.8628,80.29,79,100,18.1,Clouds
402,Belyy Yar,RU,2022-05-28 21:05:39,53.6039,91.3903,46.29,66,0,0.0,Clear
403,Deputatskiy,RU,2022-05-28 21:05:40,69.3,139.9,28.4,81,25,1.39,Clouds
404,Udachnyy,RU,2022-05-28 21:05:40,66.4167,112.4,42.46,53,67,4.72,Clouds
405,San Patricio,US,2022-05-28 21:05:40,28.017,-97.5169,97.52,39,0,16.73,Clear
406,Thunder Bay,CA,2022-05-28 21:04:26,48.4001,-89.3168,51.71,93,100,9.22,Mist
407,Yenagoa,NG,2022-05-28 21:05:41,4.9247,6.2642,75.36,89,62,5.19,Clouds
408,Zyrardow,PL,2022-05-28 21:05:41,52.0488,20.446,51.8,100,87,12.03,Clouds
409,Susanville,US,2022-05-28 21:05:42,40.4163,-120.653,63.91,38,75,18.41,Clouds
410,Margate,GB,2022-05-28 21:05:42,51.3813,1.3862,53.31,75,90,1.01,Clouds
411,Izumo,JP,2022-05-28 21:05:42,35.3667,132.7667,62.74,62,82,7.72,Clouds
412,Elko,US,2022-05-28 21:05:43,41.0002,-115.5012,62.62,47,48,11.99,Clouds
413,Sanandaj,IR,2022-05-28 21:05:43,35.3144,46.9923,63.57,41,30,5.1,Clouds
414,Berlevag,NO,2022-05-28 21:06:43,70.8578,29.0864,44.4,87,75,23.02,Clouds
415,Wangqing,CN,2022-05-28 21:06:44,43.3218,129.7634,60.98,75,100,3.38,Clouds
416,Sao Jose Da Coroa Grande,BR,2022-05-28 21:06:44,-8.8978,-35.1478,73.72,95,100,3.67,Rain
417,Chokurdakh,RU,2022-05-28 21:06:45,70.6333,147.9167,32.85,77,99,4.09,Clouds
418,Valence,ES,2022-05-28 21:06:45,39.4697,-0.3774,79.23,56,20,3.44,Clouds
419,Esperance,AU,2022-05-28 21:06:45,-33.8667,121.9,49.84,66,78,29.93,Clouds
420,Kutum,SD,2022-05-28 21:06:46,14.2,24.6667,78.73,11,6,6.82,Clear
421,Tadine,NC,2022-05-28 21:06:46,-21.55,167.8833,76.39,81,4,11.86,Clear
422,Millau,FR,2022-05-28 21:06:46,44.0833,2.9167,62.73,52,0,4.9,Clear
423,Queenstown,ZA,2022-05-28 21:06:47,-31.8976,26.8753,56.77,43,0,8.1,Clear
424,Krasnogorsk,RU,2022-05-28 21:06:47,55.8225,37.3181,44.96,93,0,6.71,Clear
425,Waingapu,ID,2022-05-28 21:06:48,-9.6567,120.2641,75.88,87,100,4.45,Clouds
426,Manggar,ID,2022-05-28 21:06:48,-2.8833,108.2667,80.67,80,99,2.57,Clouds
427,Bonnyville,CA,2022-05-28 21:06:48,54.2668,-110.735,63.93,47,30,12.15,Clouds
428,Lethem,GY,2022-05-28 21:06:49,3.3803,-59.7968,84.24,62,71,7.61,Clouds
429,Tsumeb,NA,2022-05-28 21:06:49,-19.2333,17.7167,63.18,28,0,6.22,Clear
430,Port Augusta,AU,2022-05-28 21:02:36,-32.5,137.7667,52.11,73,23,7.45,Clouds
431,Zunyi,CN,2022-05-28 21:06:49,27.6867,106.9072,64.76,97,94,1.14,Clouds
432,Muyezerskiy,RU,2022-05-28 21:06:50,63.9333,31.65,49.23,91,94,5.5,Clouds
433,Tateyama,JP,2022-05-28 21:06:50,34.9833,139.8667,65.1,74,100,3.22,Clouds
434,Cherskiy,RU,2022-05-28 21:06:50,68.75,161.3,40.05,50,10,5.17,Clear
435,Bac Lieu,VN,2022-05-28 21:06:51,9.285,105.7244,78.58,85,100,10.69,Rain
436,Taywarah,AF,2022-05-28 21:06:51,33.35,64.4167,46.71,47,0,7.58,Clear
437,Caldas Novas,BR,2022-05-28 21:06:51,-17.7417,-48.625,70.97,44,88,3.36,Clouds
438,Preobrazheniye,RU,2022-05-28 21:06:52,42.9019,133.9064,51.24,89,94,14.94,Clouds
439,Djambala,CG,2022-05-28 21:02:16,-2.5447,14.7533,70.21,84,98,1.68,Rain
440,Svetlaya,RU,2022-05-28 21:06:52,46.5389,138.3297,46.94,95,100,13.0,Clouds
441,Zyryanka,RU,2022-05-28 21:06:53,65.75,150.85,51.28,54,22,3.62,Clouds
442,Jasper,US,2022-05-28 21:03:26,37.2001,-94.3502,84.45,44,20,18.41,Clouds
443,Deqing,CN,2022-05-28 21:06:53,30.5448,119.9599,71.94,97,100,1.52,Clouds
444,Fort Nelson,CA,2022-05-28 21:06:54,58.8053,-122.7002,56.79,58,75,9.22,Clouds
445,Shache,CN,2022-05-28 21:06:54,38.4167,77.2406,72.72,27,100,21.85,Clouds
446,Ishigaki,JP,2022-05-28 21:06:54,24.3448,124.1572,81.59,89,76,19.57,Clouds
447,Hasaki,JP,2022-05-28 21:06:55,35.7333,140.8333,63.0,78,69,3.0,Clouds
448,Praia,CV,2022-05-28 21:06:55,14.9215,-23.5087,75.74,78,20,20.71,Clouds
449,Zapresic,HR,2022-05-28 21:06:55,45.8564,15.8078,54.93,80,100,2.48,Rain
450,Verkhoyansk,RU,2022-05-28 21:06:56,67.5447,133.385,46.62,49,8,5.68,Clear
451,Gorontalo,ID,2022-05-28 21:06:56,0.5412,123.0595,75.13,83,100,2.06,Clouds
452,Angoche,MZ,2022-05-28 21:06:56,-16.2325,39.9086,73.72,69,1,9.33,Clear
453,Cidreira,BR,2022-05-28 21:06:57,-30.1811,-50.2056,64.02,96,99,7.81,Rain
454,Matamoros,MX,2022-05-28 21:01:58,25.5333,-103.25,97.52,9,0,9.1,Clear
455,Petropavlovsk-Kamchatskiy,RU,2022-05-28 21:06:57,53.0452,158.6483,39.79,100,100,4.47,Clouds
456,San Policarpo,PH,2022-05-28 21:06:58,12.1791,125.5072,77.9,85,16,3.09,Clouds
457,Kerema,PG,2022-05-28 21:06:58,-7.9631,145.7785,76.42,88,37,3.06,Clouds
458,Riohacha,CO,2022-05-28 21:05:58,11.5444,-72.9072,88.72,56,29,11.45,Clouds
459,Lillooet,CA,2022-05-28 21:06:58,50.6856,-121.942,64.0,41,99,3.53,Clouds
460,Kvarkeno,RU,2022-05-28 21:06:59,52.0833,59.725,55.22,77,100,10.09,Clouds
461,Soyo,AO,2022-05-28 21:07:59,-6.1349,12.3689,73.6,83,1,7.65,Clear
462,College,US,2022-05-28 21:07:59,64.8569,-147.8028,71.58,30,40,6.91,Clouds
463,Puerto Suarez,BO,2022-05-28 21:08:00,-18.95,-57.8,93.56,46,0,10.36,Clear
464,Camden,US,2022-05-28 21:05:32,39.7835,-74.9663,78.71,66,19,1.01,Clouds
465,Rondonopolis,BR,2022-05-28 21:08:00,-16.4708,-54.6356,84.6,35,86,3.91,Clouds
466,Onguday,RU,2022-05-28 21:08:01,50.75,86.15,56.64,70,62,1.57,Clouds
467,Port Lincoln,AU,2022-05-28 21:08:01,-34.7333,135.8667,52.66,88,35,10.6,Clouds
468,Port Hawkesbury,CA,2022-05-28 21:08:02,45.6169,-61.3485,66.72,97,100,5.99,Rain
469,Sorong,ID,2022-05-28 21:08:02,-0.8833,131.25,77.97,82,85,2.8,Clouds
470,Dangara,IN,2022-05-28 21:08:02,29.6799,75.8931,91.27,43,0,12.21,Clear
471,Kifri,IQ,2022-05-28 21:07:14,34.6959,44.9661,82.71,11,0,1.3,Clear
472,Santa Marta,CO,2022-05-28 21:07:25,11.2408,-74.199,86.45,70,18,14.67,Clouds
473,Atambua,ID,2022-05-28 21:08:04,-9.1061,124.8925,70.02,83,57,3.53,Clouds
474,Athabasca,CA,2022-05-28 21:08:04,54.7169,-113.2854,63.81,43,52,10.78,Clouds
475,Bayangol,RU,2022-05-28 21:08:04,50.6977,103.4656,28.26,89,19,4.05,Clouds
476,Makakilo City,US,2022-05-28 21:08:05,21.3469,-158.0858,80.92,61,100,16.11,Clouds
477,Wanaka,NZ,2022-05-28 21:08:05,-44.7,169.15,37.11,92,100,1.99,Clouds
478,El Alto,PE,2022-05-28 21:08:05,-4.2714,-81.2147,71.26,76,55,16.22,Clouds
479,Katghora,IN,2022-05-28 21:06:12,22.5,82.55,82.76,42,27,0.92,Clouds
480,Chumikan,RU,2022-05-28 21:08:06,54.7183,135.315,33.49,98,100,19.06,Snow
481,Aykhal,RU,2022-05-28 21:08:06,66.0,111.5,41.9,51,92,3.42,Clouds
482,Oneida,US,2022-05-28 21:08:07,43.2001,-75.4663,71.58,60,75,17.27,Clouds
483,Roma,US,2022-05-28 21:08:07,43.2128,-75.4557,71.51,60,75,17.27,Clouds
484,Lensk,RU,2022-05-28 21:08:08,60.7253,114.9278,45.14,61,98,3.4,Clouds
485,Thongwa,MM,2022-05-28 21:07:19,16.7619,96.5278,78.96,90,98,5.06,Clouds
486,Puerto Madryn,AR,2022-05-28 21:08:08,-42.7692,-65.0385,44.8,51,62,21.21,Clouds
487,Corner Brook,CA,2022-05-28 21:06:46,48.9667,-57.9484,42.96,94,100,14.45,Clouds
488,Nyurba,RU,2022-05-28 21:08:09,63.2842,118.3319,42.39,64,100,4.79,Clouds
489,Eldoret,KE,2022-05-28 21:08:09,0.5204,35.2699,55.53,87,99,3.24,Clouds
490,Vanimo,PG,2022-05-28 21:08:10,-2.6741,141.3028,77.22,86,50,3.15,Clouds
491,Kahului,US,2022-05-28 21:07:06,20.8947,-156.47,84.22,51,75,17.27,Clouds
492,Monterey,US,2022-05-28 21:08:10,36.2505,-121.2516,74.17,38,11,17.6,Clouds
493,Rio Gallegos,AR,2022-05-28 21:08:10,-51.6226,-69.2181,40.89,66,96,27.74,Clouds
494,Maracacume,BR,2022-05-28 21:08:11,-2.0428,-45.9592,75.09,95,69,3.11,Clouds
495,Port-Gentil,GA,2022-05-28 21:08:11,-0.7193,8.7815,75.16,88,20,10.36,Clouds
496,Aranos,NA,2022-05-28 21:08:12,-24.1333,19.1167,63.36,25,11,10.83,Clouds
497,Bad Freienwalde,DE,2022-05-28 21:08:12,52.7873,14.0304,54.41,72,51,4.0,Clouds
498,Thinadhoo,MV,2022-05-28 21:08:12,0.5333,72.9333,83.3,73,100,9.84,Clouds
499,Ballina,AU,2022-05-28 21:08:13,-28.8667,153.5667,56.79,78,2,11.61,Clear
500,Dalbandin,PK,2022-05-28 21:08:13,28.8947,64.4101,80.89,15,0,7.92,Clear
501,Novi Ligure,IT,2022-05-28 21:08:13,44.7608,8.7896,70.02,82,27,5.39,Rain
502,Stykkisholmur,IS,2022-05-28 21:08:14,65.0757,-22.7297,52.18,63,99,4.56,Clouds
503,Borogontsy,RU,2022-05-28 21:08:14,62.6683,131.1683,46.27,92,100,8.61,Rain
504,Sabha,LY,2022-05-28 21:08:15,27.0377,14.4283,84.33,13,0,9.98,Clear
505,Keningau,MY,2022-05-28 21:08:15,5.3378,116.1602,71.02,87,100,1.16,Clouds
506,Viamao,BR,2022-05-28 21:09:15,-30.0811,-51.0233,66.04,94,100,2.3,Rain
507,Trinidad,BO,2022-05-28 21:09:16,-14.8333,-64.9,89.58,55,20,9.22,Clouds
508,Kundla,IN,2022-05-28 21:09:16,21.3333,71.3,79.97,75,7,15.61,Clear
509,Singapore,SG,2022-05-28 21:07:38,1.2897,103.8501,82.35,84,75,1.14,Clouds
510,Serafimovich,RU,2022-05-28 21:09:16,49.5786,42.736,58.62,87,92,2.53,Clouds
511,Moron,AR,2022-05-28 21:08:56,-34.6534,-58.6198,55.06,73,97,3.06,Clouds
512,Mopti,ML,2022-05-28 21:09:17,14.6667,-4.0,98.33,20,1,7.76,Clear
513,Manokwari,ID,2022-05-28 21:09:17,-0.8667,134.0833,78.08,76,59,4.72,Clouds
514,Mbandaka,CD,2022-05-28 21:09:18,0.0487,18.2603,70.29,97,98,2.35,Rain
515,Coolum Beach,AU,2022-05-28 21:09:18,-26.5333,153.1,60.22,83,12,7.96,Clouds
516,Negombo,LK,2022-05-28 21:09:18,7.2083,79.8358,77.05,94,75,9.22,Clouds
517,Saldanha,ZA,2022-05-28 21:09:19,-33.0117,17.9442,59.94,82,0,11.56,Rain
518,Nelson Bay,AU,2022-05-28 21:09:19,-32.7167,152.15,53.1,92,2,1.99,Clear
519,Buraydah,SA,2022-05-28 21:09:19,26.326,43.975,86.34,12,2,13.8,Clear
520,Fare,PF,2022-05-28 21:09:20,-16.7,-151.0167,81.14,72,39,15.5,Clouds
521,Lucea,JM,2022-05-28 21:09:20,18.451,-78.1736,82.85,72,82,5.82,Rain
522,Hambantota,LK,2022-05-28 21:09:20,6.1241,81.1185,78.75,83,81,14.63,Clouds
523,Hervey Bay,AU,2022-05-28 21:09:21,-25.2986,152.8535,62.02,86,7,11.01,Clear
524,Lanigan,CA,2022-05-28 21:09:21,51.8501,-105.0344,67.6,56,97,9.01,Clouds
525,Malinovskiy,RU,2022-05-28 21:09:22,61.1953,62.8397,47.95,97,69,4.72,Clouds
526,La Tuque,CA,2022-05-28 21:09:22,47.4334,-72.7824,66.61,46,63,8.19,Clouds
527,Ormara,PK,2022-05-28 21:09:22,25.2088,64.6357,80.98,91,1,19.26,Clear
528,Belaya Gora,RU,2022-05-28 21:09:23,68.5333,146.4167,46.6,51,53,5.61,Clouds
529,Slobodskoy,RU,2022-05-28 21:09:23,58.7322,50.1772,44.17,99,54,5.57,Clouds
530,Nkhata Bay,MW,2022-05-28 21:09:24,-11.6066,34.2907,66.92,66,5,5.46,Clear
531,Sitka,US,2022-05-28 21:05:39,57.0531,-135.33,53.49,76,40,9.22,Clouds
532,Qaqortoq,GL,2022-05-28 21:09:24,60.7167,-46.0333,42.01,69,28,7.81,Clouds
533,Emmett,US,2022-05-28 21:09:24,43.8735,-116.4993,70.02,37,74,3.96,Clouds
534,Colan,PA,2022-05-28 21:09:25,7.5873,-80.2296,77.02,91,100,2.06,Clouds
535,Colares,PT,2022-05-28 21:09:25,38.7992,-9.4469,66.33,71,15,13.0,Clouds
536,Lodwar,KE,2022-05-28 21:09:25,3.1191,35.5973,87.46,41,63,14.85,Clouds
537,Ereymentau,KZ,2022-05-28 21:09:26,51.6199,73.1033,48.65,85,100,6.04,Clouds
538,Otradnoye,RU,2022-05-28 21:09:26,59.7775,30.8181,46.45,96,27,0.69,Clouds
539,Natitingou,BJ,2022-05-28 21:09:27,10.3042,1.3796,70.88,87,100,5.73,Clouds
540,Tubmanburg,LR,2022-05-28 21:09:27,6.8708,-10.8172,75.02,96,65,2.46,Rain
541,Tuatapere,NZ,2022-05-28 21:09:27,-46.1333,167.6833,45.63,90,100,4.81,Clouds
